Index,News,Date
1660,LCS and AI Lab to merge,2003-06-04 00:00:00
1661,Electrical engineering and computer science awards,2003-06-04 00:00:00
1662,"MIT's computer science, AI labs merge",2003-05-28 00:00:00
1663,EECS celebrates 100 years of glory,2003-05-21 00:00:00
1664,Gray lists EECS 'cardinal principles',2003-05-21 00:00:00
1665,Nothing but blue skies,2003-05-21 00:00:00
1666,EECS celebrates 100 years at MIT,2003-05-14 00:00:00
1667,Prodigy prof skipped school until he started college at 12,2003-02-26 00:00:00
1668,"Fluid morphs into startling designs, surprising MIT researchers",2003-02-05 00:00:00
1669,CSBi lays the groundwork for the biology of the future,2003-01-15 00:00:00
1670,MIT researchers uncover mountains of private data on discarded computers,2003-01-15 00:00:00
1671,Computational biology experts to give overview of field,2003-01-08 00:00:00
1672,MIT and London team report first transatlantic touch,2002-10-28 00:00:00
1673,Uncle Sam wants you for cybersecurity,2002-10-22 00:00:00
1674,Techies need to teach,2002-10-11 00:00:00
1675,LCS shares grant to build more secure Internet technologies,2002-10-02 00:00:00
1676,MIT has share in project for a more secure Internet,2002-09-25 00:00:00
1677,New approach to secure digital information developed at MIT Center for Bits and Atoms,2002-09-19 00:00:00
1678,Computer lab with disabilities technology is moving house,2002-08-26 00:00:00
1679,"Speech, vision and security technologies are as natural as Oxygen",2002-07-17 00:00:00
1680,'Virtual Grand Rounds': Rx for fungal infections,2002-07-17 00:00:00
1681,Scientists propose design for large-scale quantum computer,2002-07-17 00:00:00
1682,Ms. Techno-Fixit's dream vacation is a summer at EECS,2002-07-05 00:00:00
1683,MIT's Project Oxygen unveils host of new computing technologies,2002-06-19 00:00:00
1684,Design proposed for large-scale quantum computer,2002-06-12 00:00:00
1685,MIT links chemical engineering lab to web,2002-05-22 00:00:00
1686,Realistic animation of human face makes simulated talking look real,2002-05-22 00:00:00
1687,MIT researchers create videorealistic animation of the human face,2002-05-22 00:00:00
1688,Coding competition makes good spectator sport,2002-05-08 00:00:00
1689,Course beamed to Africa,2002-04-24 00:00:00
1690,School kids get excited by science,2002-04-10 00:00:00
1691,New scheduling software could save money for airlines,2002-04-03 00:00:00
1692,Site to help building designers save energy,2002-02-06 00:00:00
1693,Wireless networking is focus of new MIT research center,2002-01-16 00:00:00
1694,Environmental field work gets high-tech boost,2002-01-09 00:00:00
1695,Berners-Lee of LCS wins Japan Prize,2001-12-19 00:00:00
1696,Berners-Lee wins Japan Prize for invention of World Wide Web,2001-12-17 00:00:00
1697,NSF awards $13.75M to MIT Media Lab to create Center for Bits and Atoms,2001-11-27 00:00:00
1698,MIT team reports tips for successful virtual collaborations,2001-11-05 00:00:00
1699,Zue named interim head of LCS,2001-09-12 00:00:00
1700,MIT colleagues attend Dertouzos funeral in Greece,2001-09-05 00:00:00
1701,MIT Professor Michael L. Dertouzos dies at 64; IT pioneer who made technology accessible,2001-08-29 00:00:00
1702,Microelectronics WebLab,2001-03-06 00:00:00
1703,MIT pioneers online lab in microelectronics,2001-03-06 00:00:00
1704,Asian industrialist creates research chair; Zue is first holder,2000-12-13 00:00:00
1705,"Lab showcases health care, robotic projects",2000-11-01 00:00:00
1706,"Internet privatization, biotech and careers to be discussed",2000-10-04 00:00:00
1707,MIT prof uses own experience to develop CD-ROM for multi-cultural students,2000-08-28 00:00:00
1708,Alliance to develop human-centered computers,2000-07-12 00:00:00
1709,Electronic circuit mimics the brain,2000-07-12 00:00:00
1710,"Students, professor in EECS receive awards",2000-05-31 00:00:00
1711,Professor Gray selected for Taplin chair,2000-05-03 00:00:00
1712,Scientists make seven-bit quantum leap in computer research,2000-03-29 00:00:00
1713,ATIC Lab open house to focus on RSI,2000-02-16 00:00:00
1714,Getting down to brass tacks,2000-01-26 00:00:00
1715,Stein traces increasing reach of computers,2000-01-26 00:00:00
1716,"MIT researchers forsee the future of biotechnology, computing, urban planning, the environment and more",2000-01-07 00:00:00
1717,New development in cryptography will allow Internet resource-sharing among institutions,1999-11-15 00:00:00
1718,Novel computer program mimics brain's ability to recognize patterns in large collections of images and text,1999-10-25 00:00:00
1719,Rivest explores policy limits on encryption,1999-10-20 00:00:00
1720,Event looks at computers that can respond to emotions,1999-10-06 00:00:00
1721,Quantum computer component uses circuit technology,1999-09-25 00:00:00
1722,Joel Moses named Institute Professor at MIT,1999-09-16 00:00:00
1723,MIT seeks handicapped-accessible web pages,1999-09-15 00:00:00
1724,Web consortium releases animation/TV tool,1999-09-11 00:00:00
1725,Prototype quantum computer simulates quantum system,1999-07-14 00:00:00
1726,Technique brings virtual reality closer to physical reality,1999-04-28 00:00:00
1727,MIT researchers develop technique that brings virtual closer to physical reality,1999-04-21 00:00:00
1728,"Gates sees personal data, telepresence as future software issues",1999-04-14 00:00:00
1729,Bill Gates donates $20 million for new LCS building,1999-04-14 00:00:00
1730,New LCS chair endowed by 3Com goes to Berners-Lee,1999-04-14 00:00:00
1731,'Self-organizing maps' help analyze genes,1999-04-07 00:00:00
1732,LCS hosts Gates and Gehry at 35th anniversary celebration,1999-03-31 00:00:00
1733,MIT software improves accuracy of robot used in cancer therapy,1999-02-10 00:00:00
1734,Cyber Sisters and Virtual Visionaries,1999-01-21 00:00:00
1735,"MIT professor wins $82,000 prize for pioneering work in computer operating systems",1998-11-16 00:00:00
1736,"Award for free software kicks off 'One world, one net' conference",1998-10-28 00:00:00
1737,MIT co-hosts Java event,1998-09-16 00:00:00
1738,Web consortium issues guidelines for user accessibility,1998-07-15 00:00:00
1739,Multimedia preparations on web made easier with new W3C tool,1998-07-15 00:00:00
1740,"Berners-Lee wins a MacArthur 'genius' grant, will get $270,000",1998-06-03 00:00:00
1741,EECS students garner honors,1998-06-03 00:00:00
1742,The truth about web cookies,1998-05-06 00:00:00
1743,Computers improving at image searching,1998-03-11 00:00:00
1744,"Device turns computer into tactile tool, lets user touch virtual objects",1998-03-11 00:00:00
1745,Device turns computer into means for touching virtual objects,1998-03-11 00:00:00
1746,Picture this: MIT researchers help computers search for images,1998-03-11 00:00:00
1747,MIT's intelligent room responds to verbal commands for information,1998-03-11 00:00:00
1748,MIT team is tops in US in programming contest,1998-03-04 00:00:00
1749,Two boys in California break into PSFC computer,1998-03-04 00:00:00
1750,Ray and Maria Stata give $25 million to MIT,1997-12-10 00:00:00
1751,Picard lecture explores computers' affective potential,1997-12-10 00:00:00
1752,"Ray and Maria Stata give MIT $25 million, the largest gift ever for a building project at MIT",1997-12-09 00:00:00
1753,NSA's Morris gives warnings on information encryption,1997-11-26 00:00:00
1754,"Upcoming lecture topics include Mars, management",1997-11-12 00:00:00
1755,Computer graphic character star in 'It/I',1997-11-12 00:00:00
1756,MIT gets powerful new supercomputer,1997-10-29 00:00:00
1757,Goldwasser appointed to new professorship,1997-08-27 00:00:00
1758,LCS bids fond farewell to CM5,1997-08-13 00:00:00
1759,MIT marks end of an era with sad farewell to beloved supercomputer,1997-07-23 00:00:00
1760,MIT computer science professor named to first RSA professorship,1997-07-15 00:00:00
1761,MIT tackles Year 2000 computer problem,1997-06-11 00:00:00
1762,45 receive awards in electrical engineering,1997-06-04 00:00:00
1763,"Fund to aid work in robotics, design",1997-05-14 00:00:00
1764,Environment-friendly gases for computer chips explored,1997-04-30 00:00:00
1765,LCS software checks in at chess tournament,1997-04-30 00:00:00
1766,Dorsey named Edgerton professor,1997-04-30 00:00:00
1767,"Conference to explore gender, computer games",1997-04-03 00:00:00
1768,"Sun donates computer equipment to LCS, LNS",1996-11-20 00:00:00
1769,Group probes long-distance phoning via Net,1996-11-06 00:00:00
1770,MIT to help create new computer network,1996-10-23 00:00:00
1771,Environment groups to use MIT network to coordinate sustainable-development work,1996-09-11 00:00:00
1772,Schools get technology boost at MIT,1996-09-11 00:00:00
1773,Image-compression software is licensed,1996-07-24 00:00:00
1774,"Alumni/ae will be able to have Web, e-mail links to MIT",1996-06-05 00:00:00
1775,EECS gives awards to 34,1996-06-05 00:00:00
1776,Device Developed at MIT Holds Promise for Boosting Computer Memory,1996-05-13 00:00:00
1777,Device could boost computer memory,1996-05-01 00:00:00
1778,MIT To Form Internet Telephony Consortium,1996-04-26 00:00:00
1779,Vezza testifies on behalf of PICS for Internet,1996-04-24 00:00:00
1780,Web sightings,1996-04-10 00:00:00
1781,"At conference, Dertouzos discusses links to the past",1996-04-03 00:00:00
1782,MIT Technologist Focuses Sociologist's Light on Electronic Community,1996-03-28 00:00:00
1783,NSF visitor keeps computer calculations on track,1996-03-20 00:00:00
1784,Personal rating system available on Web,1996-03-20 00:00:00
1785,"Web consortium developing HTML standards, style sheets",1996-03-13 00:00:00
1786,Minority schools discuss computers in education,1996-02-28 00:00:00
1787,MIT brings news to high school using the Internet,1996-02-28 00:00:00
1788,MIT Brings TV Newsroom to High School--via the Internet,1996-02-27 00:00:00
1789,'Homework' brings people together on environment,1996-01-24 00:00:00
1790,Consortium launches European branch of WWW,1995-11-08 00:00:00
1791,ME establishes new lab for information systems,1995-11-01 00:00:00
1792,"""Democracy in Cyberspace"" subject of forum at MIT Oct. 30",1995-10-24 00:00:00
1793,New group to develop package for Internet content selection,1995-09-13 00:00:00
1794,Group Developing Internet Content Selection,1995-09-11 00:00:00
1795,"Mitchell, MIT Press issue first book on both paper and World Wide Web",1995-08-30 00:00:00
1796,"Web offers opportunities, risks for MIT, panel says",1995-08-30 00:00:00
1797,Software agents can smooth users' interactions with computers,1995-08-16 00:00:00
1798,Technology report on Web,1995-08-16 00:00:00
1799,34 honored at EECS ceremony,1995-06-07 00:00:00
1800,New data-compression software promises speed,1995-06-07 00:00:00
